Series Name,"Series Code","Country Name","Country Code","1990 [YR1990]","2000 [YR2000]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Kosovo","XKX","NA","NA","1.82366386311665","2.51497867361947","2.48306565958067","3.91600918020249","2.08595684031184","2.3595506889686","1.3258322907419","5.24990413653734","3.24377109880835","3.63867949880358"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Kuwait","KWT","NA","-0.0877210764263197","-3.27444224732744","-12.5678952301286","-8.20090812335147","2.99902776045353","0.20457395240787","-4.55239621355393","-4.38978751353093","-3.32622412373249","0.562920187504062","-4.83759631905373"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Kyrgyz Republic","KGZ","3.6880115927929","4.17835866808393","7.37644039141099","1.65165151922125","-1.65175311775052","4.67471569577968","-1.73814257614919","8.73578919945068","1.95799697404115","1.75886449060695","2.23180525017581","2.52620005521436"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Lao PDR","LAO","3.69613374856317","4.05138551405186","6.00050638417349","5.75704809079747","6.88955202903199","6.5509453536684","6.65064164213258","6.70581109642274","6.27278591116485","5.85998123046669","5.52842571067214","5.33713472656754"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Latvia","LVA","NA","6.42782533998256","-2.52864311228102","-12.9767113203076","-1.92043185168555","8.33571298015383","5.3330674174413","3.53280653815358","2.82201790906709","3.81811707693507","3.14717190876131","5.56194830322714"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Lebanon","LBN","25.2968125121405","-1.12174565892875","9.81332083102242","8.15736468265098","4.20151632125312","-4.60785081885471","-4.0551353289644","-4.36098627814087","-3.95305725112092","-3.46069590459688","-0.635284320835979","0.75128264978153"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Lesotho","LSO","4.19978762787076","2.8654179379925","5.79789792703203","1.1789594832867","4.96263755350166","5.67833407920995","4.69146112443291","0.523543920117575","1.75572673178203","1.15607661775454","1.04153650488325","4.19528401917992"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Liberia","LBR","-50.2301435481673","21.927509941422","2.75747502563625","1.19656101436223","2.4291049532203","4.95567323898105","5.11750073934584","6.0478865579888","-1.69431758646553","-2.41984824944146","-4.03561072889013","-0.102120901062889"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Libya","LBY","NA","2.09979340285955","1.26439468443134","-1.89187875639273","4.20267340679932","-62.2250869981277","122.968301244657","-13.5680948745716","-24.0996900763172","-9.31293803129951","-3.69592996683467","25.0590311475125"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Liechtenstein","LIE","1.04349343100569","1.84334293012165","1.17081830169685","-1.77928930968635","NA","NA","NA","NA","NA","NA","NA","NA"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Lithuania","LTU","NA","4.56457854405548","3.68903701628196","-13.8630353627479","3.79365256550075","8.46532578448256","5.22886338494561","4.55131200784594","4.4316685733","2.9990731240145","3.65366928558295","5.31639214581796"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Luxembourg","LUX","4.00981124975131","6.79469979992722","-3.02853190968911","-6.11337332361906","2.96812257717423","0.285277467646978","-2.71708865448821","1.28620682137981","3.30804486888991","0.462609061040425","0.884662505368382","-0.677398726046491"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Macao SAR, China","MAC","4.51419163930575","3.43089071641209","1.27787115888805","-0.793904922606885","22.5447300934551","18.9112395287048","6.69485253129456","8.62990711797286","-3.37247688564933","-23.181163109773","-2.68094216688461","7.27365006833161"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Macedonia, FYR","MKD","NA","4.01349858371778","5.37375886653861","-0.441205156844035","3.2766017542811","2.2587071058165","-0.535520511932219","2.84082227310827","3.54204848563995","3.75108173098661","2.82963245105701","-0.0736150652368366"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Madagascar","MDG","0.196034407898622","1.54230950995968","4.1126026706213","-6.68615050270668","-2.49814865289994","-1.30924334166701","0.249146997009262","-0.481736333396469","0.562544448222837","0.375158367931206","1.41605089444268","1.41550239087691"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Malawi","MWI","1.852317614093","-1.38665583472485","4.39449453765053","5.0640588532471","3.68559964456227","1.76415976978603","-1.08702330452432","2.15488141436691","2.65516832267846","-0.152737774152556","-0.450112621995842","1.03715198304654"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Malaysia","MYS","5.97274384215081","6.37364571125892","2.95552920849234","-3.2770703358527","5.48781908133454","3.37138732906332","3.53783504099184","2.80378362325303","4.17859799116842","3.33536257563797","2.66891457684333","4.43836861173791"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Maldives","MDV","NA","1.66062763797952","6.63471731161123","-9.70107464567307","4.31947326658828","5.49319732556832","-0.42167265500207","4.25914793999758","4.47710231532841","-0.235916331804759","3.84187224496264","6.68994808788052"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Mali","MLI","-4.29517096213281","-2.83062589188134","1.34514152693721","1.32238477853419","2.1375212802532","0.145208782271226","-3.72114540707071","-0.621567621429747","3.98260655276081","2.89882806680846","2.70192216320552","2.19277208228195"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Malta","MLT","5.25659773465001","6.08345885824623","2.67626586640894","-3.19485641967428","3.03534634793951","0.894429972884609","1.79334443957933","3.15257693497877","5.97687372834838","7.03660943662921","2.84961112285683","4.1499081098989"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Marshall Islands","MHL","-0.545275582801736","5.72828215752187","-1.7974417465918","-1.82773242176339","6.24042582163878","0.981155105645868","3.22015903916164","2.60679165373902","-0.953935540762458","-0.545038809239045","1.77222272958286","2.38231031302354"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Mauritania","MRT","-4.38942678712075","-3.39085859713701","-1.73439749225103","-3.82901693531996","1.7765288071013","1.65873439619246","2.68586369085548","2.97352788064916","2.52043066245673","-1.47109631991556","-0.81446344135307","0.709690592065854"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Mauritius","MUS","6.42594403741219","7.96048243802751","5.00653908318567","3.04110045385637","4.12919886419323","3.91100124820507","3.2094994517465","3.13285197547427","3.55690293167277","3.33172808675603","3.72868987872224","3.70642829071026"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Mexico","MEX","3.02500797238704","3.47839861088156","-0.480829749844474","-6.79734722052427","3.49302593059204","2.12135842724459","2.15127792704104","-0.0583792728453432","1.44971970026258","1.90107694461726","1.5823552778903","0.754562146331736"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Micronesia, Fed. Sts.","FSM","1.32862265371882","4.93695542751735","-1.65617673315836","1.68132688936478","2.38066427646919","3.49489417484818","-2.02262200046935","-4.04301674850578","-2.45048909578723","4.51150527575091","-0.543742410956199","1.41338209656634"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Moldova","MDA","NA","2.31557343507616","8.00538761251646","-5.8812613305245","7.2070085385181","6.86177053077286","-0.686972241219763","9.42929791191305","4.86391589811808","-0.335853401357227","4.56337156331381","4.56488277881071"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Monaco","MCO","2.20064977444913","2.99686349879191","7.7234819959272","NA","NA","NA","NA","NA","NA","NA","NA","NA"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Mongolia","MNG","-5.09657312899731","0.248527718443526","7.38955424810487","-2.75451579725605","4.62573163029757","15.2152758891833","10.216087701807","9.51326765206004","5.86363387261575","0.557729592592267","-0.446336716960019","4.2235668410402"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Montenegro","MNE","NA","3.27911651319937","7.03267043452513","-5.9969799086664","2.54626591420291","3.12007080162664","-2.80558767788143","3.44800289567617","1.68497805490313","3.33241836913902","2.92551918850018","4.2718543095599"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Morocco","MAR","1.49523359999242","0.681307579792346","4.67659636309399","2.96429966546907","2.47115403809501","3.80473915598549","1.5389702796232","3.01270732344953","1.18559228989861","3.08033002723505","-0.151105652810912","2.73273586291769"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Mozambique","MOZ","-0.433592450742779","-1.03862463945865","3.79637266463968","3.28988356043448","3.61566238513254","4.0353828415391","4.11874888372547","4.07036672776478","4.3722119639708","3.5560409198393","0.815975105564775","0.776628509703485"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Myanmar","MMR","1.26963222532166","12.3738690604514","9.56862174832493","9.83757521585858","8.85800410145252","4.76197576850808","6.4201372234977","7.45301583009099","7.00129380605607","6.01354747332184","4.90794967367123","5.40145516218355"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Namibia","NAM","-1.90252833079633","1.24634164746359","1.36033880822033","-1.14320463126913","4.27629571495875","3.07780230947037","2.81963562715146","3.2172201538299","3.90831729135222","3.71959808577709","-1.49899066582589","-2.88828162094964"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Nauru","NRU","NA","NA","35.1625359568067","8.68155049706805","12.6446855155627","11.3291571818616","7.70896476785137","27.4924503491812","24.637413774384","-2.31779634462414","5.54372364888206","-0.423878238393016"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Nepal","NPL","2.09083436058974","4.25448975024389","5.05860758308347","3.49621902421231","3.72247086829192","2.27127747157896","3.55800399665749","2.88096355138359","4.72440609180209","2.12209495913132","-0.718252714373449","6.31737832454451"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Netherlands","NLD","3.46827753843706","3.49635171288776","1.30392361971663","-4.261221541748","0.883876122487862","1.19054208834521","-1.42250418739636","-0.484165490272233","1.05540946304433","1.80851975467475","1.66744659635525","2.5447872426889"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","New Caledonia","NCL","1.1745710195533","0.177142856723876","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","New Zealand","NZL","-0.275303947446375","1.69018556793506","-2.37757512524691","0.902257283647032","-0.1540493434712","1.91574144391637","1.93903094140052","1.23716031645074","1.99286124904536","2.48000085059179","1.32186443681044","0.864451330210272"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Nicaragua","NIC","-2.24568863102974","2.50415507547143","2.09712762968408","-4.52271572327103","3.1155187982143","5.03350514951715","5.2406033270756","3.71579280733634","3.59629970390721","3.59659209170616","3.50336401660243","3.72010981519944"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Niger","NER","-4.28869919661345","-4.9278252787343","5.55644957540488","-4.38801774023609","4.33372451486764","-1.55196139645157","7.64244575547701","1.2994313106838","3.47542757809683","0.411245866835671","0.987015990286608","0.966049339964556"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Nigeria","NGA","9.8949142527014","2.71429067465057","3.49215739799615","4.12618684035763","4.99983332352612","2.11909360205216","1.52408556901665","2.61462561818091","3.51962417342746","-0.0222351905991331","-4.16010663908818","-1.77157988634622"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Northern Mariana Islands","MNP","NA","NA","-7.84620672032493","-14.9285083123942","3.71220798815173","-6.59737020500044","0.664901975149405","2.06956503151197","2.69461541639129","3.11477712057628","28.1222364862297","NA"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Norway","NOR","1.58223989382371","2.53760563036742","-0.763761381513845","-2.92305971341574","-0.554839173571082","-0.329403687375546","1.38126057054623","-0.170023871745812","0.831566883903108","0.928695073197787","0.23630912070918","0.998313008074007"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Oman","OMN","-4.04329202806834","4.79382526823082","4.42500053409169","1.55103553951825","-0.657610502340603","-7.09023965906354","2.15744301506551","-2.56882440939812","-3.71983775238891","-1.21859117570141","0.0265040110603678","-4.82210083566851"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Pakistan","PAK","1.4608700528503","1.91353825530317","-0.356696772605076","0.735637492809246","-0.484655808925496","0.610616229076768","1.33854862916624","2.21269273840706","2.51197262456321","2.61072851440794","3.43865329572641","3.65519604299547"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Palau","PLW","NA","NA","-6.9324391226185","-5.88029591361764","-1.53955614011309","5.67370027457777","3.16830010096328","-2.27887191803366","1.85011529106174","9.13420085397685","-0.941625684626061","-4.72186692211659"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Panama","PAN","5.84524001579577","0.710449854988468","7.9042410066545","-0.542273571800749","3.97366191067793","9.37543005872668","7.88302412147537","5.07855463188547","3.30318846746633","3.83987182453964","3.30034027555703","3.69933448089527"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Papua New Guinea","PNG","-5.42738727451628","-4.97512250034792","-2.63392498383899","4.34182061620928","7.6336096398169","-1.13350870992474","2.3741861091108","1.61423790449224","12.9968805537145","3.11797335574833","-0.181686349434401","0.141783690588042"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Paraguay","PRY","1.40931408838169","-4.26250233582932","4.93519527376407","-5.23072448025762","11.598908057096","2.95135912517699","-2.56166137563631","12.5103065116623","3.33440703509693","1.62021531118273","2.68647973376488","-0.500141852249271"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Peru","PER","-6.97548830743048","1.29321973384837","7.79589532638721","-0.157444944790086","6.95997940239535","4.94685699577431","4.73558807360351","4.44389713414155","1.02865967770536","1.92417234090945","2.65193414463386","1.27905969549249"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Philippines","PHL","0.449736193866684","2.19457728188513","2.47903174389437","-0.462890953343376","5.90312168736131","1.97196289363927","4.93410615349619","5.30893410461341","4.4262109074167","4.38340689037385","5.21665910964305","5.0597473929578"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Poland","POL","NA","5.65724551755309","4.23549551005529","2.75060903443179","3.90326207585954","4.96078291677343","1.6081495649773","1.45311095910361","3.36047874138484","3.91382021594356","2.90855455020018","4.53454572198346"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Portugal","PRT","4.17732898696839","3.06057088701598","0.0548977484221069","-3.07055253397955","1.85192018618594","-1.6823482498238","-3.63837659551429","-0.586051380715617","1.43866342935166","2.2446282521248","1.94048840084436","2.99637372240358"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Puerto Rico","PRI","-3.70170811331964","2.98675151003449","-1.26671968782807","-1.41621087876773","0.0921020717791237","0.800573059973473","1.24696939039634","0.842159017658133","0.436573539062252","0.643921549600208","-0.700372863363526","NA"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Qatar","QAT","NA","NA","0.750174950966425","-2.22032426335637","6.89872154085035","3.36347275529533","-3.12936912859027","-2.12698654558574","-1.44887366440013","-0.918946219852359","-1.28793425765808","-1.07568317846935"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Romania","ROU","NA","2.52772060124286","10.0790072564457","-5.123235887777","-2.23262230732379","2.5328642334451","1.68987730277949","3.91674930707558","3.46313660026706","4.46440089158932","5.42275223173752","7.57933150121373"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Russian Federation","RUS","-3.37349524092161","10.4635978585014","5.29421202606927","-7.84863972827128","4.45682715764453","5.20282983749074","3.48159376432815","1.56886003062522","-1.04302310359526","-3.03756702039266","-0.407586190025469","1.43070457636784"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Rwanda","RWA","-2.66596051126011","2.53135537253914","8.1753896843441","3.38077388980709","4.51274278372831","5.25168837780751","5.89876423528992","2.04552971304204","4.96647941357699","6.20752742439312","3.42055728345456","3.5724544877978"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Samoa","WSM","-4.93084014334327","6.39524888849532","0.326615141587865","-5.47781677766481","-0.264971465541237","4.95560621783086","-0.409311205712129","-2.73738040244025","0.389377905824361","0.864223504939844","6.39508403393161","1.81384901242112"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","San Marino","SMR","NA","1.01038465981476","0.397581519543678","-13.8802109422654","-5.84155339945302","-10.5726777750444","-8.73625276269298","-4.20036195955394","-1.95654922581258","-0.438321825808302","0.227250869741297","0.638933854778486"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Sao Tome and Principe","STP","NA","NA","5.71538951336828","0.0876859370822132","4.25322600615527","2.04865826771994","0.835945747119666","2.48588805176166","4.19851012239513","1.54400048670212","1.9086434394916","1.62946305589335"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Saudi Arabia","SAU","11.1656601429003","3.23506404240806","3.43099752724112","-4.70683345796012","2.11269251112572","6.83249685592871","2.33699907404063","-0.243798338824803","0.849572301221471","1.53181175756991","-0.59281771046966","-2.73209024183771"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Senegal","SEN","-3.65995017267123","0.700996268035411","0.875508116009854","-0.408230355131494","1.23283962454809","-1.18195642218444","1.34362713837832","0.401648170224433","1.02861724233141","3.39417893907191","3.73161245442459","3.82980394871137"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Serbia","SRB","NA","8.10407748124797","5.81619135615634","-2.72669169941069","0.989647481981649","2.20516718381418","-0.533730434576825","3.0720556044908","-1.36932596510563","1.25747200477338","3.3370797136181","2.39044059004756"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Seychelles","SYC","6.47216596278875","0.612194895809722","-4.31087818165328","-1.49267741777315","3.03727652439191","10.7608683503237","0.27233653206649","4.07802408766401","2.89189838661838","2.62339234502332","3.11447033818777","2.9323309996557"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Sierra Leone","SLE","1.84542097842998","3.69697584642859","2.8347740603194","0.8187811115085","2.92497443368585","3.85527754106467","12.5531759114488","17.9956660341616","2.23671082873003","-22.3307691896521","3.77317469314949","1.93836807656113"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Singapore","SGP","5.84664088826842","7.02763352836591","-3.48742438292516","-3.55638602534071","13.2164930144593","4.15631995593162","1.56079799726854","3.42272172352804","2.54373653062507","1.03526043068337","1.0770668368131","3.52678165524152"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Sint Maarten (Dutch part)","SXM","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Slovak Republic","SVK","NA","1.34728093920175","5.53923472034563","-5.548489764002","4.94387255006683","2.68661363731333","1.48429176135379","1.38164518511417","2.6506688896194","3.75145470675137","3.19157252229691","3.22730973370055"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Slovenia","SVN","NA","3.84751186559171","3.13689970272517","-8.62691931815738","0.797240022275702","0.440502293090915","-2.87378507399877","-1.26615369034168","2.87796380923899","2.18204212381978","3.07288140025894","4.91413515967231"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Solomon Islands","SLB","NA","-16.5678320180822","4.64532661682999","-6.86969032587808","4.439085837354","10.7152945653893","2.2962526847849","0.827376691271468","0.119643593417536","0.451536224871305","1.39634202925485","1.22479323069857"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Somalia","SOM","-2.8015994387123","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","South Africa","ZAF","-2.4930409341269","2.62954560158346","2.11650991762498","-2.61733761397926","1.81362866375407","1.94260270424252","0.79640315487228","1.01905824540781","0.405051486336134","-0.0973017411161692","-0.734889635351081","0.0665680558305866"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","South Sudan","SSD","NA","NA","NA","NA","NA","NA","-54.0519553921708","25.1671903574684","-0.234438213403536","-3.12516028054372","-16.2895898282441","NA"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Spain","ESP","3.67576786075976","4.81936402193139","-0.48267496631847","-4.42406211397407","-0.445350775401323","-1.34993007744781","-2.9907551441439","-1.38309677296505","1.68352729078485","3.51253637712215","3.1873047547905","2.85707386085544"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Sri Lanka","LKA","5.05539144810912","5.36322380949952","5.23275443077789","2.87227388573777","7.35675698203973","7.78219716208449","8.55686588580961","2.59206401092587","4.02080516766385","4.03103071270159","3.30111225989084","1.95371988841188"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","St. Kitts and Nevis","KNA","4.9370556729548","9.35254236122252","5.13252831749122","-4.07587022050383","-3.31126172163883","1.29413331505876","-1.70622777117498","5.06517840053647","4.83912529127146","2.92486980866506","1.21538698954194","0.779803516138486"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","St. Lucia","LCA","8.14591049264779","-1.09237594470856","4.44805609850489","0.113916144986035","-2.51028140342555","-0.0943184406622208","-0.393269755421883","2.90901071362568","-0.645910726629296","1.51192224272118","1.19164147974256","2.21430911699379"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","St. Martin (French part)","MAF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","St. Vincent and the Grenadines","VCT","3.74206161034971","1.62048280430052","6.55171259354974","-2.17791751569322","-3.40834070354633","-0.443030585447872","1.39269799449018","1.83973809724907","0.950022045309382","1.73129113779507","1.09656430836347","1.36153611401173"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Sudan","SDN","-7.88824252352896","3.40686240245643","5.04604017140271","0.614039242801397","0.834792441132961","7.88947118851983","12.8152063650196","1.95913319079666","0.26330564674268","2.43622919446196","2.23710955008573","1.8273537416262"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Suriname","SUR","-2.43748447993612","-1.20827523179223","3.04303816175158","1.93116429081113","4.07256485318752","4.75700200630038","1.64103191259393","1.89697315496858","-0.730350199112578","-3.52717126453274","-6.01899681905107","-0.798873089502237"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Sweden","SWE","-0.0207591934018581","4.5672428934395","-1.32873159177315","-5.98896428366292","5.08918555076762","1.89205741018041","-1.02124409458247","0.386963245774737","1.59130022866508","3.42252021785892","1.94595708858503","0.818382774779309"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Switzerland","CHE","2.61546624345614","3.35438373031096","0.864917226941174","-3.43622595539578","1.93543393722277","0.568370351059031","-0.0608034757100029","0.687571591822305","1.20682576725208","0.0806205183472315","0.274850990703214","-0.0198229475945908"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Syrian Arab Republic","SYR","4.47778052948631","0.271421465666549","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Tajikistan","TJK","-3.11946033207165","6.53480057199884","5.57743406968156","1.53461145705012","4.14731230620855","5.00465871565115","5.09168171608059","4.9999655599986","4.33967463310741","3.69483676430352","4.62002641297352","4.86237983240459"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Tanzania","TZA","3.69234868249531","2.2189568781767","2.28708357807062","2.0984722409824","3.0549695174021","4.57041632704332","1.90734776536598","3.97761037319768","3.69775055250497","3.6991706902657","3.71875421410641","3.85952738131279"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Thailand","THA","9.61955516697219","3.37496712973709","1.19041616593324","-1.18980045036515","6.99058479179","0.360142575032498","6.74667712261726","2.23667583459503","0.58041749673157","2.65881352529505","2.97384971487935","3.64110272110705"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Timor-Leste","TLS","NA","NA","8.66428256797123","-7.25502752259334","-2.73234252635683","9.66387421954045","2.6749371494508","-13.0757700183473","-27.7843054731772","18.137466134746","-1.37637948113911","-9.96162803524774"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Togo","TGO","-2.89281250820153","-3.67118578327144","-0.5021325334464","0.752255441966796","1.23736613414707","2.1148803898669","2.0666915784324","1.25947290030928","3.14812985578673","2.7151684075466","2.77133118197688","2.97568592340176"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Tonga","TON","-2.27468977106795","2.85236868672305","2.4509252482021","1.69920622322917","3.05547928416547","2.35268498236256","0.530793079781319","-3.4673636116249","1.63452740123797","3.14435885843152","2.64795603077258","1.84622662469913"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Trinidad and Tobago","TTO","0.82089343297045","6.63081471558607","2.91000802994634","-4.84244495050525","2.81904481920567","-0.79393290824531","0.780558244701822","0.482030260475824","-0.712058269433243","1.09925403018558","-6.29259384644325","-2.63297398761506"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Tunisia","TUN","5.56517495705866","3.67935405082953","3.14356090175094","1.92213599567219","2.36170153117985","-3.02488854223728","2.80165950248599","1.68103644261389","1.77618474715577","-0.0106009258032174","-0.0406071518881816","0.815711008686407"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Turkey","TUR","7.3830874578468","5.03338949279006","-0.361270391102664","-5.90556275976468","7.00581963995472","9.47494756266443","3.15926136868372","6.74847882651409","3.46927210329527","4.40409845874296","1.57343685471021","5.77887007910323"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Turkmenistan","TKM","31.7794516102103","4.30139478512423","13.1749695183844","4.57060249541313","7.49863676557074","12.7746631964856","9.12219923598283","8.17851153307099","8.28288634583458","4.60466456076567","4.37590606151122","4.73308115388834"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Turks and Caicos Islands","TCA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Tuvalu","TUV","NA","-1.75905045238645","6.97026513011186","-5.35731092906275","-3.56072137767059","6.5345770582295","-4.70526381977685","3.66803601544143","0.521011039574574","8.22024208847782","2.14359703221254","2.36525325659389"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Uganda","UGA","2.85466558506147","-0.145857409317827","5.02351516776696","3.19061921654888","2.07668443404987","5.71807641089006","0.367851689576497","0.147417012706001","1.64290965994498","1.7513748466835","1.26851538826598","0.629712705317914"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Ukraine","UKR","-6.56000651945178","6.97136864787721","2.85541816564958","-14.420928808479","4.61479464731825","5.84534174594795","0.486676586685419","0.201173610668206","-1.14453180874146","-9.44424313455637","2.72093207833255","2.95168887968045"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","United Arab Emirates","ARE","11.7040828978637","4.99325287457764","-9.53391025052916","-14.7863096970001","-5.82071917354054","1.97625091813465","1.80833577860795","3.81912753497551","3.65515437273002","4.10711094830847","1.70730974901289","-0.609202845328042"
